dt_referencia,nr_ano,nr_mes,desc_nome_mes,desc_nome_mes_curto,nr_dia,desc_dia_semana,desc_dia_semana_curto,nr_dia_semana_iso,desc_ano_mes,desc_trimestre,desc_ano_trimestre,nr_semana_ano,dt_inicio_mes,dt_inicio_semana,nr_dia_semana_visual
2016-01-31,2016,1,Janeiro,Jan,31,Domingo,Dom,7,2016-01,T1,2016-T1,4,2016-01-01,2016-01-25,1
2016-02-01,2016,2,Fevereiro,Fev,1,Segunda-Feira,Seg,1,2016-02,T1,2016-T1,5,2016-02-01,2016-02-01,2
2016-02-02,2016,2,Fevereiro,Fev,2,Terça-Feira,Ter,2,2016-02,T1,2016-T1,5,2016-02-01,2016-02-01,3
2016-02-03,2016,2,Fevereiro,Fev,3,Quarta-Feira,Qua,3,2016-02,T1,2016-T1,5,2016-02-01,2016-02-01,4
2016-02-04,2016,2,Fevereiro,Fev,4,Quinta-Feira,Qui,4,2016-02,T1,2016-T1,5,2016-02-01,2016-02-01,5
2016-02-05,2016,2,Fevereiro,Fev,5,Sexta-Feira,Sex,5,2016-02,T1,2016-T1,5,2016-02-01,2016-02-01,6
2016-02-06,2016,2,Fevereiro,Fev,6,Sábado,Sab,6,2016-02,T1,2016-T1,5,2016-02-01,2016-02-01,7
2016-02-07,2016,2,Fevereiro,Fev,7,Domingo,Dom,7,2016-02,T1,2016-T1,5,2016-02-01,2016-02-01,1
2016-02-08,2016,2,Fevereiro,Fev,8,Segunda-Feira,Seg,1,2016-02,T1,2016-T1,6,2016-02-01,2016-02-08,2
2016-02-09,2016,2,Fevereiro,Fev,9,Terça-Feira,Ter,2,2016-02,T1,2016-T1,6,2016-02-01,2016-02-08,3
2016-02-10,2016,2,Fevereiro,Fev,10,Quarta-Feira,Qua,3,2016-02,T1,2016-T1,6,2016-02-01,2016-02-08,4
2016-02-11,2016,2,Fevereiro,Fev,11,Quinta-Feira,Qui,4,2016-02,T1,2016-T1,6,2016-02-01,2016-02-08,5
2016-02-12,2016,2,Fevereiro,Fev,12,Sexta-Feira,Sex,5,2016-02,T1,2016-T1,6,2016-02-01,2016-02-08,6
2016-02-13,2016,2,Fevereiro,Fev,13,Sábado,Sab,6,2016-02,T1,2016-T1,6,2016-02-01,2016-02-08,7
2016-02-14,2016,2,Fevereiro,Fev,14,Domingo,Dom,7,2016-02,T1,2016-T1,6,2016-02-01,2016-02-08,1
2016-02-15,2016,2,Fevereiro,Fev,15,Segunda-Feira,Seg,1,2016-02,T1,2016-T1,7,2016-02-01,2016-02-15,2
2016-02-16,2016,2,Fevereiro,Fev,16,Terça-Feira,Ter,2,2016-02,T1,2016-T1,7,2016-02-01,2016-02-15,3
2016-02-17,2016,2,Fevereiro,Fev,17,Quarta-Feira,Qua,3,2016-02,T1,2016-T1,7,2016-02-01,2016-02-15,4
2016-02-18,2016,2,Fevereiro,Fev,18,Quinta-Feira,Qui,4,2016-02,T1,2016-T1,7,2016-02-01,2016-02-15,5
2016-02-19,2016,2,Fevereiro,Fev,19,Sexta-Feira,Sex,5,2016-02,T1,2016-T1,7,2016-02-01,2016-02-15,6
2016-02-20,2016,2,Fevereiro,Fev,20,Sábado,Sab,6,2016-02,T1,2016-T1,7,2016-02-01,2016-02-15,7
2016-02-21,2016,2,Fevereiro,Fev,21,Domingo,Dom,7,2016-02,T1,2016-T1,7,2016-02-01,2016-02-15,1
2016-02-22,2016,2,Fevereiro,Fev,22,Segunda-Feira,Seg,1,2016-02,T1,2016-T1,8,2016-02-01,2016-02-22,2
2016-02-23,2016,2,Fevereiro,Fev,23,Terça-Feira,Ter,2,2016-02,T1,2016-T1,8,2016-02-01,2016-02-22,3
2016-02-24,2016,2,Fevereiro,Fev,24,Quarta-Feira,Qua,3,2016-02,T1,2016-T1,8,2016-02-01,2016-02-22,4
2016-02-25,2016,2,Fevereiro,Fev,25,Quinta-Feira,Qui,4,2016-02,T1,2016-T1,8,2016-02-01,2016-02-22,5
2016-02-26,2016,2,Fevereiro,Fev,26,Sexta-Feira,Sex,5,2016-02,T1,2016-T1,8,2016-02-01,2016-02-22,6
2016-02-27,2016,2,Fevereiro,Fev,27,Sábado,Sab,6,2016-02,T1,2016-T1,8,2016-02-01,2016-02-22,7
2016-02-28,2016,2,Fevereiro,Fev,28,Domingo,Dom,7,2016-02,T1,2016-T1,8,2016-02-01,2016-02-22,1
2016-02-29,2016,2,Fevereiro,Fev,29,Segunda-Feira,Seg,1,2016-02,T1,2016-T1,9,2016-02-01,2016-02-29,2
2016-03-01,2016,3,Março,Mar,1,Terça-Feira,Ter,2,2016-03,T1,2016-T1,9,2016-03-01,2016-02-29,3
2016-03-02,2016,3,Março,Mar,2,Quarta-Feira,Qua,3,2016-03,T1,2016-T1,9,2016-03-01,2016-02-29,4
2016-03-03,2016,3,Março,Mar,3,Quinta-Feira,Qui,4,2016-03,T1,2016-T1,9,2016-03-01,2016-02-29,5
2016-03-04,2016,3,Março,Mar,4,Sexta-Feira,Sex,5,2016-03,T1,2016-T1,9,2016-03-01,2016-02-29,6
2016-03-05,2016,3,Março,Mar,5,Sábado,Sab,6,2016-03,T1,2016-T1,9,2016-03-01,2016-02-29,7
2016-03-06,2016,3,Março,Mar,6,Domingo,Dom,7,2016-03,T1,2016-T1,9,2016-03-01,2016-02-29,1
2016-03-07,2016,3,Março,Mar,7,Segunda-Feira,Seg,1,2016-03,T1,2016-T1,10,2016-03-01,2016-03-07,2
2016-03-08,2016,3,Março,Mar,8,Terça-Feira,Ter,2,2016-03,T1,2016-T1,10,2016-03-01,2016-03-07,3
2016-03-09,2016,3,Março,Mar,9,Quarta-Feira,Qua,3,2016-03,T1,2016-T1,10,2016-03-01,2016-03-07,4
2016-03-10,2016,3,Março,Mar,10,Quinta-Feira,Qui,4,2016-03,T1,2016-T1,10,2016-03-01,2016-03-07,5
2016-03-11,2016,3,Março,Mar,11,Sexta-Feira,Sex,5,2016-03,T1,2016-T1,10,2016-03-01,2016-03-07,6
2016-03-12,2016,3,Março,Mar,12,Sábado,Sab,6,2016-03,T1,2016-T1,10,2016-03-01,2016-03-07,7
2016-03-13,2016,3,Março,Mar,13,Domingo,Dom,7,2016-03,T1,2016-T1,10,2016-03-01,2016-03-07,1
2016-03-14,2016,3,Março,Mar,14,Segunda-Feira,Seg,1,2016-03,T1,2016-T1,11,2016-03-01,2016-03-14,2
2016-03-15,2016,3,Março,Mar,15,Terça-Feira,Ter,2,2016-03,T1,2016-T1,11,2016-03-01,2016-03-14,3
2016-03-16,2016,3,Março,Mar,16,Quarta-Feira,Qua,3,2016-03,T1,2016-T1,11,2016-03-01,2016-03-14,4
2016-03-17,2016,3,Março,Mar,17,Quinta-Feira,Qui,4,2016-03,T1,2016-T1,11,2016-03-01,2016-03-14,5
2016-03-18,2016,3,Março,Mar,18,Sexta-Feira,Sex,5,2016-03,T1,2016-T1,11,2016-03-01,2016-03-14,6
2016-03-19,2016,3,Março,Mar,19,Sábado,Sab,6,2016-03,T1,2016-T1,11,2016-03-01,2016-03-14,7
2016-03-20,2016,3,Março,Mar,20,Domingo,Dom,7,2016-03,T1,2016-T1,11,2016-03-01,2016-03-14,1
2016-03-21,2016,3,Março,Mar,21,Segunda-Feira,Seg,1,2016-03,T1,2016-T1,12,2016-03-01,2016-03-21,2
2016-03-22,2016,3,Março,Mar,22,Terça-Feira,Ter,2,2016-03,T1,2016-T1,12,2016-03-01,2016-03-21,3
2016-03-23,2016,3,Março,Mar,23,Quarta-Feira,Qua,3,2016-03,T1,2016-T1,12,2016-03-01,2016-03-21,4
2016-03-24,2016,3,Março,Mar,24,Quinta-Feira,Qui,4,2016-03,T1,2016-T1,12,2016-03-01,2016-03-21,5
2016-03-25,2016,3,Março,Mar,25,Sexta-Feira,Sex,5,2016-03,T1,2016-T1,12,2016-03-01,2016-03-21,6
2016-03-26,2016,3,Março,Mar,26,Sábado,Sab,6,2016-03,T1,2016-T1,12,2016-03-01,2016-03-21,7
2016-03-27,2016,3,Março,Mar,27,Domingo,Dom,7,2016-03,T1,2016-T1,12,2016-03-01,2016-03-21,1
2016-03-28,2016,3,Março,Mar,28,Segunda-Feira,Seg,1,2016-03,T1,2016-T1,13,2016-03-01,2016-03-28,2
2016-03-29,2016,3,Março,Mar,29,Terça-Feira,Ter,2,2016-03,T1,2016-T1,13,2016-03-01,2016-03-28,3
2016-03-30,2016,3,Março,Mar,30,Quarta-Feira,Qua,3,2016-03,T1,2016-T1,13,2016-03-01,2016-03-28,4
2016-03-31,2016,3,Março,Mar,31,Quinta-Feira,Qui,4,2016-03,T1,2016-T1,13,2016-03-01,2016-03-28,5
2016-04-01,2016,4,Abril,Abr,1,Sexta-Feira,Sex,5,2016-04,T2,2016-T2,13,2016-04-01,2016-03-28,6
2016-04-02,2016,4,Abril,Abr,2,Sábado,Sab,6,2016-04,T2,2016-T2,13,2016-04-01,2016-03-28,7
2016-04-03,2016,4,Abril,Abr,3,Domingo,Dom,7,2016-04,T2,2016-T2,13,2016-04-01,2016-03-28,1
2016-04-04,2016,4,Abril,Abr,4,Segunda-Feira,Seg,1,2016-04,T2,2016-T2,14,2016-04-01,2016-04-04,2
2016-04-05,2016,4,Abril,Abr,5,Terça-Feira,Ter,2,2016-04,T2,2016-T2,14,2016-04-01,2016-04-04,3
2016-04-06,2016,4,Abril,Abr,6,Quarta-Feira,Qua,3,2016-04,T2,2016-T2,14,2016-04-01,2016-04-04,4
2016-04-07,2016,4,Abril,Abr,7,Quinta-Feira,Qui,4,2016-04,T2,2016-T2,14,2016-04-01,2016-04-04,5
2016-04-08,2016,4,Abril,Abr,8,Sexta-Feira,Sex,5,2016-04,T2,2016-T2,14,2016-04-01,2016-04-04,6
2016-04-09,2016,4,Abril,Abr,9,Sábado,Sab,6,2016-04,T2,2016-T2,14,2016-04-01,2016-04-04,7
2016-04-10,2016,4,Abril,Abr,10,Domingo,Dom,7,2016-04,T2,2016-T2,14,2016-04-01,2016-04-04,1
2016-04-11,2016,4,Abril,Abr,11,Segunda-Feira,Seg,1,2016-04,T2,2016-T2,15,2016-04-01,2016-04-11,2
2016-04-12,2016,4,Abril,Abr,12,Terça-Feira,Ter,2,2016-04,T2,2016-T2,15,2016-04-01,2016-04-11,3
2016-04-13,2016,4,Abril,Abr,13,Quarta-Feira,Qua,3,2016-04,T2,2016-T2,15,2016-04-01,2016-04-11,4
2016-04-14,2016,4,Abril,Abr,14,Quinta-Feira,Qui,4,2016-04,T2,2016-T2,15,2016-04-01,2016-04-11,5
2016-04-15,2016,4,Abril,Abr,15,Sexta-Feira,Sex,5,2016-04,T2,2016-T2,15,2016-04-01,2016-04-11,6
2016-04-16,2016,4,Abril,Abr,16,Sábado,Sab,6,2016-04,T2,2016-T2,15,2016-04-01,2016-04-11,7
2016-04-17,2016,4,Abril,Abr,17,Domingo,Dom,7,2016-04,T2,2016-T2,15,2016-04-01,2016-04-11,1
2016-04-18,2016,4,Abril,Abr,18,Segunda-Feira,Seg,1,2016-04,T2,2016-T2,16,2016-04-01,2016-04-18,2
2016-04-19,2016,4,Abril,Abr,19,Terça-Feira,Ter,2,2016-04,T2,2016-T2,16,2016-04-01,2016-04-18,3
2016-04-20,2016,4,Abril,Abr,20,Quarta-Feira,Qua,3,2016-04,T2,2016-T2,16,2016-04-01,2016-04-18,4
2016-04-21,2016,4,Abril,Abr,21,Quinta-Feira,Qui,4,2016-04,T2,2016-T2,16,2016-04-01,2016-04-18,5
2016-04-22,2016,4,Abril,Abr,22,Sexta-Feira,Sex,5,2016-04,T2,2016-T2,16,2016-04-01,2016-04-18,6
2016-04-23,2016,4,Abril,Abr,23,Sábado,Sab,6,2016-04,T2,2016-T2,16,2016-04-01,2016-04-18,7
2016-04-24,2016,4,Abril,Abr,24,Domingo,Dom,7,2016-04,T2,2016-T2,16,2016-04-01,2016-04-18,1
2016-04-25,2016,4,Abril,Abr,25,Segunda-Feira,Seg,1,2016-04,T2,2016-T2,17,2016-04-01,2016-04-25,2
2016-04-26,2016,4,Abril,Abr,26,Terça-Feira,Ter,2,2016-04,T2,2016-T2,17,2016-04-01,2016-04-25,3
2016-04-27,2016,4,Abril,Abr,27,Quarta-Feira,Qua,3,2016-04,T2,2016-T2,17,2016-04-01,2016-04-25,4
2016-04-28,2016,4,Abril,Abr,28,Quinta-Feira,Qui,4,2016-04,T2,2016-T2,17,2016-04-01,2016-04-25,5
2016-04-29,2016,4,Abril,Abr,29,Sexta-Feira,Sex,5,2016-04,T2,2016-T2,17,2016-04-01,2016-04-25,6
2016-04-30,2016,4,Abril,Abr,30,Sábado,Sab,6,2016-04,T2,2016-T2,17,2016-04-01,2016-04-25,7
2016-05-01,2016,5,Maio,Mai,1,Domingo,Dom,7,2016-05,T2,2016-T2,17,2016-05-01,2016-04-25,1
2016-05-02,2016,5,Maio,Mai,2,Segunda-Feira,Seg,1,2016-05,T2,2016-T2,18,2016-05-01,2016-05-02,2
2016-05-03,2016,5,Maio,Mai,3,Terça-Feira,Ter,2,2016-05,T2,2016-T2,18,2016-05-01,2016-05-02,3
2016-05-04,2016,5,Maio,Mai,4,Quarta-Feira,Qua,3,2016-05,T2,2016-T2,18,2016-05-01,2016-05-02,4
2016-05-05,2016,5,Maio,Mai,5,Quinta-Feira,Qui,4,2016-05,T2,2016-T2,18,2016-05-01,2016-05-02,5
2016-05-06,2016,5,Maio,Mai,6,Sexta-Feira,Sex,5,2016-05,T2,2016-T2,18,2016-05-01,2016-05-02,6
2016-05-07,2016,5,Maio,Mai,7,Sábado,Sab,6,2016-05,T2,2016-T2,18,2016-05-01,2016-05-02,7
2016-05-08,2016,5,Maio,Mai,8,Domingo,Dom,7,2016-05,T2,2016-T2,18,2016-05-01,2016-05-02,1
2016-05-09,2016,5,Maio,Mai,9,Segunda-Feira,Seg,1,2016-05,T2,2016-T2,19,2016-05-01,2016-05-09,2
2016-05-10,2016,5,Maio,Mai,10,Terça-Feira,Ter,2,2016-05,T2,2016-T2,19,2016-05-01,2016-05-09,3
2016-05-11,2016,5,Maio,Mai,11,Quarta-Feira,Qua,3,2016-05,T2,2016-T2,19,2016-05-01,2016-05-09,4
2016-05-12,2016,5,Maio,Mai,12,Quinta-Feira,Qui,4,2016-05,T2,2016-T2,19,2016-05-01,2016-05-09,5
2016-05-13,2016,5,Maio,Mai,13,Sexta-Feira,Sex,5,2016-05,T2,2016-T2,19,2016-05-01,2016-05-09,6
2016-05-14,2016,5,Maio,Mai,14,Sábado,Sab,6,2016-05,T2,2016-T2,19,2016-05-01,2016-05-09,7
2016-05-15,2016,5,Maio,Mai,15,Domingo,Dom,7,2016-05,T2,2016-T2,19,2016-05-01,2016-05-09,1
2016-05-16,2016,5,Maio,Mai,16,Segunda-Feira,Seg,1,2016-05,T2,2016-T2,20,2016-05-01,2016-05-16,2
2016-05-17,2016,5,Maio,Mai,17,Terça-Feira,Ter,2,2016-05,T2,2016-T2,20,2016-05-01,2016-05-16,3
2016-05-18,2016,5,Maio,Mai,18,Quarta-Feira,Qua,3,2016-05,T2,2016-T2,20,2016-05-01,2016-05-16,4
2016-05-19,2016,5,Maio,Mai,19,Quinta-Feira,Qui,4,2016-05,T2,2016-T2,20,2016-05-01,2016-05-16,5
2016-05-20,2016,5,Maio,Mai,20,Sexta-Feira,Sex,5,2016-05,T2,2016-T2,20,2016-05-01,2016-05-16,6
2016-05-21,2016,5,Maio,Mai,21,Sábado,Sab,6,2016-05,T2,2016-T2,20,2016-05-01,2016-05-16,7
2016-05-22,2016,5,Maio,Mai,22,Domingo,Dom,7,2016-05,T2,2016-T2,20,2016-05-01,2016-05-16,1
2016-05-23,2016,5,Maio,Mai,23,Segunda-Feira,Seg,1,2016-05,T2,2016-T2,21,2016-05-01,2016-05-23,2
2016-05-24,2016,5,Maio,Mai,24,Terça-Feira,Ter,2,2016-05,T2,2016-T2,21,2016-05-01,2016-05-23,3
2016-05-25,2016,5,Maio,Mai,25,Quarta-Feira,Qua,3,2016-05,T2,2016-T2,21,2016-05-01,2016-05-23,4
2016-05-26,2016,5,Maio,Mai,26,Quinta-Feira,Qui,4,2016-05,T2,2016-T2,21,2016-05-01,2016-05-23,5
2016-05-27,2016,5,Maio,Mai,27,Sexta-Feira,Sex,5,2016-05,T2,2016-T2,21,2016-05-01,2016-05-23,6
2016-05-28,2016,5,Maio,Mai,28,Sábado,Sab,6,2016-05,T2,2016-T2,21,2016-05-01,2016-05-23,7
2016-05-29,2016,5,Maio,Mai,29,Domingo,Dom,7,2016-05,T2,2016-T2,21,2016-05-01,2016-05-23,1
2016-05-30,2016,5,Maio,Mai,30,Segunda-Feira,Seg,1,2016-05,T2,2016-T2,22,2016-05-01,2016-05-30,2
2016-05-31,2016,5,Maio,Mai,31,Terça-Feira,Ter,2,2016-05,T2,2016-T2,22,2016-05-01,2016-05-30,3
2016-06-01,2016,6,Junho,Jun,1,Quarta-Feira,Qua,3,2016-06,T2,2016-T2,22,2016-06-01,2016-05-30,4
2016-06-02,2016,6,Junho,Jun,2,Quinta-Feira,Qui,4,2016-06,T2,2016-T2,22,2016-06-01,2016-05-30,5
2016-06-03,2016,6,Junho,Jun,3,Sexta-Feira,Sex,5,2016-06,T2,2016-T2,22,2016-06-01,2016-05-30,6
2016-06-04,2016,6,Junho,Jun,4,Sábado,Sab,6,2016-06,T2,2016-T2,22,2016-06-01,2016-05-30,7
2016-06-05,2016,6,Junho,Jun,5,Domingo,Dom,7,2016-06,T2,2016-T2,22,2016-06-01,2016-05-30,1
2016-06-06,2016,6,Junho,Jun,6,Segunda-Feira,Seg,1,2016-06,T2,2016-T2,23,2016-06-01,2016-06-06,2
2016-06-07,2016,6,Junho,Jun,7,Terça-Feira,Ter,2,2016-06,T2,2016-T2,23,2016-06-01,2016-06-06,3
2016-06-08,2016,6,Junho,Jun,8,Quarta-Feira,Qua,3,2016-06,T2,2016-T2,23,2016-06-01,2016-06-06,4
2016-06-09,2016,6,Junho,Jun,9,Quinta-Feira,Qui,4,2016-06,T2,2016-T2,23,2016-06-01,2016-06-06,5
2016-06-10,2016,6,Junho,Jun,10,Sexta-Feira,Sex,5,2016-06,T2,2016-T2,23,2016-06-01,2016-06-06,6
2016-06-11,2016,6,Junho,Jun,11,Sábado,Sab,6,2016-06,T2,2016-T2,23,2016-06-01,2016-06-06,7
2016-06-12,2016,6,Junho,Jun,12,Domingo,Dom,7,2016-06,T2,2016-T2,23,2016-06-01,2016-06-06,1
2016-06-13,2016,6,Junho,Jun,13,Segunda-Feira,Seg,1,2016-06,T2,2016-T2,24,2016-06-01,2016-06-13,2
2016-06-14,2016,6,Junho,Jun,14,Terça-Feira,Ter,2,2016-06,T2,2016-T2,24,2016-06-01,2016-06-13,3
2016-06-15,2016,6,Junho,Jun,15,Quarta-Feira,Qua,3,2016-06,T2,2016-T2,24,2016-06-01,2016-06-13,4
2016-06-16,2016,6,Junho,Jun,16,Quinta-Feira,Qui,4,2016-06,T2,2016-T2,24,2016-06-01,2016-06-13,5
2016-06-17,2016,6,Junho,Jun,17,Sexta-Feira,Sex,5,2016-06,T2,2016-T2,24,2016-06-01,2016-06-13,6
2016-06-18,2016,6,Junho,Jun,18,Sábado,Sab,6,2016-06,T2,2016-T2,24,2016-06-01,2016-06-13,7
2016-06-19,2016,6,Junho,Jun,19,Domingo,Dom,7,2016-06,T2,2016-T2,24,2016-06-01,2016-06-13,1
2016-06-20,2016,6,Junho,Jun,20,Segunda-Feira,Seg,1,2016-06,T2,2016-T2,25,2016-06-01,2016-06-20,2
2016-06-21,2016,6,Junho,Jun,21,Terça-Feira,Ter,2,2016-06,T2,2016-T2,25,2016-06-01,2016-06-20,3
2016-06-22,2016,6,Junho,Jun,22,Quarta-Feira,Qua,3,2016-06,T2,2016-T2,25,2016-06-01,2016-06-20,4
2016-06-23,2016,6,Junho,Jun,23,Quinta-Feira,Qui,4,2016-06,T2,2016-T2,25,2016-06-01,2016-06-20,5
2016-06-24,2016,6,Junho,Jun,24,Sexta-Feira,Sex,5,2016-06,T2,2016-T2,25,2016-06-01,2016-06-20,6
2016-06-25,2016,6,Junho,Jun,25,Sábado,Sab,6,2016-06,T2,2016-T2,25,2016-06-01,2016-06-20,7
2016-06-26,2016,6,Junho,Jun,26,Domingo,Dom,7,2016-06,T2,2016-T2,25,2016-06-01,2016-06-20,1
2016-06-27,2016,6,Junho,Jun,27,Segunda-Feira,Seg,1,2016-06,T2,2016-T2,26,2016-06-01,2016-06-27,2
2016-06-28,2016,6,Junho,Jun,28,Terça-Feira,Ter,2,2016-06,T2,2016-T2,26,2016-06-01,2016-06-27,3
2016-06-29,2016,6,Junho,Jun,29,Quarta-Feira,Qua,3,2016-06,T2,2016-T2,26,2016-06-01,2016-06-27,4
2016-06-30,2016,6,Junho,Jun,30,Quinta-Feira,Qui,4,2016-06,T2,2016-T2,26,2016-06-01,2016-06-27,5
2016-07-01,2016,7,Julho,Jul,1,Sexta-Feira,Sex,5,2016-07,T3,2016-T3,26,2016-07-01,2016-06-27,6
2016-07-02,2016,7,Julho,Jul,2,Sábado,Sab,6,2016-07,T3,2016-T3,26,2016-07-01,2016-06-27,7
2016-07-03,2016,7,Julho,Jul,3,Domingo,Dom,7,2016-07,T3,2016-T3,26,2016-07-01,2016-06-27,1
2016-07-04,2016,7,Julho,Jul,4,Segunda-Feira,Seg,1,2016-07,T3,2016-T3,27,2016-07-01,2016-07-04,2
2016-07-05,2016,7,Julho,Jul,5,Terça-Feira,Ter,2,2016-07,T3,2016-T3,27,2016-07-01,2016-07-04,3
2016-07-06,2016,7,Julho,Jul,6,Quarta-Feira,Qua,3,2016-07,T3,2016-T3,27,2016-07-01,2016-07-04,4
2016-07-07,2016,7,Julho,Jul,7,Quinta-Feira,Qui,4,2016-07,T3,2016-T3,27,2016-07-01,2016-07-04,5
2016-07-08,2016,7,Julho,Jul,8,Sexta-Feira,Sex,5,2016-07,T3,2016-T3,27,2016-07-01,2016-07-04,6
2016-07-09,2016,7,Julho,Jul,9,Sábado,Sab,6,2016-07,T3,2016-T3,27,2016-07-01,2016-07-04,7
2016-07-10,2016,7,Julho,Jul,10,Domingo,Dom,7,2016-07,T3,2016-T3,27,2016-07-01,2016-07-04,1
2016-07-11,2016,7,Julho,Jul,11,Segunda-Feira,Seg,1,2016-07,T3,2016-T3,28,2016-07-01,2016-07-11,2
2016-07-12,2016,7,Julho,Jul,12,Terça-Feira,Ter,2,2016-07,T3,2016-T3,28,2016-07-01,2016-07-11,3
2016-07-13,2016,7,Julho,Jul,13,Quarta-Feira,Qua,3,2016-07,T3,2016-T3,28,2016-07-01,2016-07-11,4
2016-07-14,2016,7,Julho,Jul,14,Quinta-Feira,Qui,4,2016-07,T3,2016-T3,28,2016-07-01,2016-07-11,5
2016-07-15,2016,7,Julho,Jul,15,Sexta-Feira,Sex,5,2016-07,T3,2016-T3,28,2016-07-01,2016-07-11,6
2016-07-16,2016,7,Julho,Jul,16,Sábado,Sab,6,2016-07,T3,2016-T3,28,2016-07-01,2016-07-11,7
2016-07-17,2016,7,Julho,Jul,17,Domingo,Dom,7,2016-07,T3,2016-T3,28,2016-07-01,2016-07-11,1
2016-07-18,2016,7,Julho,Jul,18,Segunda-Feira,Seg,1,2016-07,T3,2016-T3,29,2016-07-01,2016-07-18,2
2016-07-19,2016,7,Julho,Jul,19,Terça-Feira,Ter,2,2016-07,T3,2016-T3,29,2016-07-01,2016-07-18,3
2016-07-20,2016,7,Julho,Jul,20,Quarta-Feira,Qua,3,2016-07,T3,2016-T3,29,2016-07-01,2016-07-18,4
2016-07-21,2016,7,Julho,Jul,21,Quinta-Feira,Qui,4,2016-07,T3,2016-T3,29,2016-07-01,2016-07-18,5
2016-07-22,2016,7,Julho,Jul,22,Sexta-Feira,Sex,5,2016-07,T3,2016-T3,29,2016-07-01,2016-07-18,6
2016-07-23,2016,7,Julho,Jul,23,Sábado,Sab,6,2016-07,T3,2016-T3,29,2016-07-01,2016-07-18,7
2016-07-24,2016,7,Julho,Jul,24,Domingo,Dom,7,2016-07,T3,2016-T3,29,2016-07-01,2016-07-18,1
2016-07-25,2016,7,Julho,Jul,25,Segunda-Feira,Seg,1,2016-07,T3,2016-T3,30,2016-07-01,2016-07-25,2
2016-07-26,2016,7,Julho,Jul,26,Terça-Feira,Ter,2,2016-07,T3,2016-T3,30,2016-07-01,2016-07-25,3
2016-07-27,2016,7,Julho,Jul,27,Quarta-Feira,Qua,3,2016-07,T3,2016-T3,30,2016-07-01,2016-07-25,4
2016-07-28,2016,7,Julho,Jul,28,Quinta-Feira,Qui,4,2016-07,T3,2016-T3,30,2016-07-01,2016-07-25,5
2016-07-29,2016,7,Julho,Jul,29,Sexta-Feira,Sex,5,2016-07,T3,2016-T3,30,2016-07-01,2016-07-25,6
2016-07-30,2016,7,Julho,Jul,30,Sábado,Sab,6,2016-07,T3,2016-T3,30,2016-07-01,2016-07-25,7
2016-07-31,2016,7,Julho,Jul,31,Domingo,Dom,7,2016-07,T3,2016-T3,30,2016-07-01,2016-07-25,1
2016-08-01,2016,8,Agosto,Ago,1,Segunda-Feira,Seg,1,2016-08,T3,2016-T3,31,2016-08-01,2016-08-01,2
2016-08-02,2016,8,Agosto,Ago,2,Terça-Feira,Ter,2,2016-08,T3,2016-T3,31,2016-08-01,2016-08-01,3
2016-08-03,2016,8,Agosto,Ago,3,Quarta-Feira,Qua,3,2016-08,T3,2016-T3,31,2016-08-01,2016-08-01,4
2016-08-04,2016,8,Agosto,Ago,4,Quinta-Feira,Qui,4,2016-08,T3,2016-T3,31,2016-08-01,2016-08-01,5
2016-08-05,2016,8,Agosto,Ago,5,Sexta-Feira,Sex,5,2016-08,T3,2016-T3,31,2016-08-01,2016-08-01,6
2016-08-06,2016,8,Agosto,Ago,6,Sábado,Sab,6,2016-08,T3,2016-T3,31,2016-08-01,2016-08-01,7
2016-08-07,2016,8,Agosto,Ago,7,Domingo,Dom,7,2016-08,T3,2016-T3,31,2016-08-01,2016-08-01,1
2016-08-08,2016,8,Agosto,Ago,8,Segunda-Feira,Seg,1,2016-08,T3,2016-T3,32,2016-08-01,2016-08-08,2
2016-08-09,2016,8,Agosto,Ago,9,Terça-Feira,Ter,2,2016-08,T3,2016-T3,32,2016-08-01,2016-08-08,3
2016-08-10,2016,8,Agosto,Ago,10,Quarta-Feira,Qua,3,2016-08,T3,2016-T3,32,2016-08-01,2016-08-08,4
2016-08-11,2016,8,Agosto,Ago,11,Quinta-Feira,Qui,4,2016-08,T3,2016-T3,32,2016-08-01,2016-08-08,5
2016-08-12,2016,8,Agosto,Ago,12,Sexta-Feira,Sex,5,2016-08,T3,2016-T3,32,2016-08-01,2016-08-08,6
2016-08-13,2016,8,Agosto,Ago,13,Sábado,Sab,6,2016-08,T3,2016-T3,32,2016-08-01,2016-08-08,7
2016-08-14,2016,8,Agosto,Ago,14,Domingo,Dom,7,2016-08,T3,2016-T3,32,2016-08-01,2016-08-08,1
2016-08-15,2016,8,Agosto,Ago,15,Segunda-Feira,Seg,1,2016-08,T3,2016-T3,33,2016-08-01,2016-08-15,2
2016-08-16,2016,8,Agosto,Ago,16,Terça-Feira,Ter,2,2016-08,T3,2016-T3,33,2016-08-01,2016-08-15,3
2016-08-17,2016,8,Agosto,Ago,17,Quarta-Feira,Qua,3,2016-08,T3,2016-T3,33,2016-08-01,2016-08-15,4
2016-08-18,2016,8,Agosto,Ago,18,Quinta-Feira,Qui,4,2016-08,T3,2016-T3,33,2016-08-01,2016-08-15,5
2016-08-19,2016,8,Agosto,Ago,19,Sexta-Feira,Sex,5,2016-08,T3,2016-T3,33,2016-08-01,2016-08-15,6
2016-08-20,2016,8,Agosto,Ago,20,Sábado,Sab,6,2016-08,T3,2016-T3,33,2016-08-01,2016-08-15,7
