dt_referencia,nr_ano,nr_mes,desc_nome_mes,desc_nome_mes_curto,nr_dia,desc_dia_semana,desc_dia_semana_curto,nr_dia_semana_iso,desc_ano_mes,desc_trimestre,desc_ano_trimestre,nr_semana_ano,dt_inicio_mes,dt_inicio_semana,nr_dia_semana_visual
2015-07-14,2015,7,Julho,Jul,14,Terça-Feira,Ter,2,2015-07,T3,2015-T3,29,2015-07-01,2015-07-13,3
2015-07-15,2015,7,Julho,Jul,15,Quarta-Feira,Qua,3,2015-07,T3,2015-T3,29,2015-07-01,2015-07-13,4
2015-07-16,2015,7,Julho,Jul,16,Quinta-Feira,Qui,4,2015-07,T3,2015-T3,29,2015-07-01,2015-07-13,5
2015-07-17,2015,7,Julho,Jul,17,Sexta-Feira,Sex,5,2015-07,T3,2015-T3,29,2015-07-01,2015-07-13,6
2015-07-18,2015,7,Julho,Jul,18,Sábado,Sab,6,2015-07,T3,2015-T3,29,2015-07-01,2015-07-13,7
2015-07-19,2015,7,Julho,Jul,19,Domingo,Dom,7,2015-07,T3,2015-T3,29,2015-07-01,2015-07-13,1
2015-07-20,2015,7,Julho,Jul,20,Segunda-Feira,Seg,1,2015-07,T3,2015-T3,30,2015-07-01,2015-07-20,2
2015-07-21,2015,7,Julho,Jul,21,Terça-Feira,Ter,2,2015-07,T3,2015-T3,30,2015-07-01,2015-07-20,3
2015-07-22,2015,7,Julho,Jul,22,Quarta-Feira,Qua,3,2015-07,T3,2015-T3,30,2015-07-01,2015-07-20,4
2015-07-23,2015,7,Julho,Jul,23,Quinta-Feira,Qui,4,2015-07,T3,2015-T3,30,2015-07-01,2015-07-20,5
2015-07-24,2015,7,Julho,Jul,24,Sexta-Feira,Sex,5,2015-07,T3,2015-T3,30,2015-07-01,2015-07-20,6
2015-07-25,2015,7,Julho,Jul,25,Sábado,Sab,6,2015-07,T3,2015-T3,30,2015-07-01,2015-07-20,7
2015-07-26,2015,7,Julho,Jul,26,Domingo,Dom,7,2015-07,T3,2015-T3,30,2015-07-01,2015-07-20,1
2015-07-27,2015,7,Julho,Jul,27,Segunda-Feira,Seg,1,2015-07,T3,2015-T3,31,2015-07-01,2015-07-27,2
2015-07-28,2015,7,Julho,Jul,28,Terça-Feira,Ter,2,2015-07,T3,2015-T3,31,2015-07-01,2015-07-27,3
2015-07-29,2015,7,Julho,Jul,29,Quarta-Feira,Qua,3,2015-07,T3,2015-T3,31,2015-07-01,2015-07-27,4
2015-07-30,2015,7,Julho,Jul,30,Quinta-Feira,Qui,4,2015-07,T3,2015-T3,31,2015-07-01,2015-07-27,5
2015-07-31,2015,7,Julho,Jul,31,Sexta-Feira,Sex,5,2015-07,T3,2015-T3,31,2015-07-01,2015-07-27,6
2015-08-01,2015,8,Agosto,Ago,1,Sábado,Sab,6,2015-08,T3,2015-T3,31,2015-08-01,2015-07-27,7
2015-08-02,2015,8,Agosto,Ago,2,Domingo,Dom,7,2015-08,T3,2015-T3,31,2015-08-01,2015-07-27,1
2015-08-03,2015,8,Agosto,Ago,3,Segunda-Feira,Seg,1,2015-08,T3,2015-T3,32,2015-08-01,2015-08-03,2
2015-08-04,2015,8,Agosto,Ago,4,Terça-Feira,Ter,2,2015-08,T3,2015-T3,32,2015-08-01,2015-08-03,3
2015-08-05,2015,8,Agosto,Ago,5,Quarta-Feira,Qua,3,2015-08,T3,2015-T3,32,2015-08-01,2015-08-03,4
2015-08-06,2015,8,Agosto,Ago,6,Quinta-Feira,Qui,4,2015-08,T3,2015-T3,32,2015-08-01,2015-08-03,5
2015-08-07,2015,8,Agosto,Ago,7,Sexta-Feira,Sex,5,2015-08,T3,2015-T3,32,2015-08-01,2015-08-03,6
2015-08-08,2015,8,Agosto,Ago,8,Sábado,Sab,6,2015-08,T3,2015-T3,32,2015-08-01,2015-08-03,7
2015-08-09,2015,8,Agosto,Ago,9,Domingo,Dom,7,2015-08,T3,2015-T3,32,2015-08-01,2015-08-03,1
2015-08-10,2015,8,Agosto,Ago,10,Segunda-Feira,Seg,1,2015-08,T3,2015-T3,33,2015-08-01,2015-08-10,2
2015-08-11,2015,8,Agosto,Ago,11,Terça-Feira,Ter,2,2015-08,T3,2015-T3,33,2015-08-01,2015-08-10,3
2015-08-12,2015,8,Agosto,Ago,12,Quarta-Feira,Qua,3,2015-08,T3,2015-T3,33,2015-08-01,2015-08-10,4
2015-08-13,2015,8,Agosto,Ago,13,Quinta-Feira,Qui,4,2015-08,T3,2015-T3,33,2015-08-01,2015-08-10,5
2015-08-14,2015,8,Agosto,Ago,14,Sexta-Feira,Sex,5,2015-08,T3,2015-T3,33,2015-08-01,2015-08-10,6
2015-08-15,2015,8,Agosto,Ago,15,Sábado,Sab,6,2015-08,T3,2015-T3,33,2015-08-01,2015-08-10,7
2015-08-16,2015,8,Agosto,Ago,16,Domingo,Dom,7,2015-08,T3,2015-T3,33,2015-08-01,2015-08-10,1
2015-08-17,2015,8,Agosto,Ago,17,Segunda-Feira,Seg,1,2015-08,T3,2015-T3,34,2015-08-01,2015-08-17,2
2015-08-18,2015,8,Agosto,Ago,18,Terça-Feira,Ter,2,2015-08,T3,2015-T3,34,2015-08-01,2015-08-17,3
2015-08-19,2015,8,Agosto,Ago,19,Quarta-Feira,Qua,3,2015-08,T3,2015-T3,34,2015-08-01,2015-08-17,4
2015-08-20,2015,8,Agosto,Ago,20,Quinta-Feira,Qui,4,2015-08,T3,2015-T3,34,2015-08-01,2015-08-17,5
2015-08-21,2015,8,Agosto,Ago,21,Sexta-Feira,Sex,5,2015-08,T3,2015-T3,34,2015-08-01,2015-08-17,6
2015-08-22,2015,8,Agosto,Ago,22,Sábado,Sab,6,2015-08,T3,2015-T3,34,2015-08-01,2015-08-17,7
2015-08-23,2015,8,Agosto,Ago,23,Domingo,Dom,7,2015-08,T3,2015-T3,34,2015-08-01,2015-08-17,1
2015-08-24,2015,8,Agosto,Ago,24,Segunda-Feira,Seg,1,2015-08,T3,2015-T3,35,2015-08-01,2015-08-24,2
2015-08-25,2015,8,Agosto,Ago,25,Terça-Feira,Ter,2,2015-08,T3,2015-T3,35,2015-08-01,2015-08-24,3
2015-08-26,2015,8,Agosto,Ago,26,Quarta-Feira,Qua,3,2015-08,T3,2015-T3,35,2015-08-01,2015-08-24,4
2015-08-27,2015,8,Agosto,Ago,27,Quinta-Feira,Qui,4,2015-08,T3,2015-T3,35,2015-08-01,2015-08-24,5
2015-08-28,2015,8,Agosto,Ago,28,Sexta-Feira,Sex,5,2015-08,T3,2015-T3,35,2015-08-01,2015-08-24,6
2015-08-29,2015,8,Agosto,Ago,29,Sábado,Sab,6,2015-08,T3,2015-T3,35,2015-08-01,2015-08-24,7
2015-08-30,2015,8,Agosto,Ago,30,Domingo,Dom,7,2015-08,T3,2015-T3,35,2015-08-01,2015-08-24,1
2015-08-31,2015,8,Agosto,Ago,31,Segunda-Feira,Seg,1,2015-08,T3,2015-T3,36,2015-08-01,2015-08-31,2
2015-09-01,2015,9,Setembro,Set,1,Terça-Feira,Ter,2,2015-09,T3,2015-T3,36,2015-09-01,2015-08-31,3
2015-09-02,2015,9,Setembro,Set,2,Quarta-Feira,Qua,3,2015-09,T3,2015-T3,36,2015-09-01,2015-08-31,4
2015-09-03,2015,9,Setembro,Set,3,Quinta-Feira,Qui,4,2015-09,T3,2015-T3,36,2015-09-01,2015-08-31,5
2015-09-04,2015,9,Setembro,Set,4,Sexta-Feira,Sex,5,2015-09,T3,2015-T3,36,2015-09-01,2015-08-31,6
2015-09-05,2015,9,Setembro,Set,5,Sábado,Sab,6,2015-09,T3,2015-T3,36,2015-09-01,2015-08-31,7
2015-09-06,2015,9,Setembro,Set,6,Domingo,Dom,7,2015-09,T3,2015-T3,36,2015-09-01,2015-08-31,1
2015-09-07,2015,9,Setembro,Set,7,Segunda-Feira,Seg,1,2015-09,T3,2015-T3,37,2015-09-01,2015-09-07,2
2015-09-08,2015,9,Setembro,Set,8,Terça-Feira,Ter,2,2015-09,T3,2015-T3,37,2015-09-01,2015-09-07,3
2015-09-09,2015,9,Setembro,Set,9,Quarta-Feira,Qua,3,2015-09,T3,2015-T3,37,2015-09-01,2015-09-07,4
2015-09-10,2015,9,Setembro,Set,10,Quinta-Feira,Qui,4,2015-09,T3,2015-T3,37,2015-09-01,2015-09-07,5
2015-09-11,2015,9,Setembro,Set,11,Sexta-Feira,Sex,5,2015-09,T3,2015-T3,37,2015-09-01,2015-09-07,6
2015-09-12,2015,9,Setembro,Set,12,Sábado,Sab,6,2015-09,T3,2015-T3,37,2015-09-01,2015-09-07,7
2015-09-13,2015,9,Setembro,Set,13,Domingo,Dom,7,2015-09,T3,2015-T3,37,2015-09-01,2015-09-07,1
2015-09-14,2015,9,Setembro,Set,14,Segunda-Feira,Seg,1,2015-09,T3,2015-T3,38,2015-09-01,2015-09-14,2
2015-09-15,2015,9,Setembro,Set,15,Terça-Feira,Ter,2,2015-09,T3,2015-T3,38,2015-09-01,2015-09-14,3
2015-09-16,2015,9,Setembro,Set,16,Quarta-Feira,Qua,3,2015-09,T3,2015-T3,38,2015-09-01,2015-09-14,4
2015-09-17,2015,9,Setembro,Set,17,Quinta-Feira,Qui,4,2015-09,T3,2015-T3,38,2015-09-01,2015-09-14,5
2015-09-18,2015,9,Setembro,Set,18,Sexta-Feira,Sex,5,2015-09,T3,2015-T3,38,2015-09-01,2015-09-14,6
2015-09-19,2015,9,Setembro,Set,19,Sábado,Sab,6,2015-09,T3,2015-T3,38,2015-09-01,2015-09-14,7
2015-09-20,2015,9,Setembro,Set,20,Domingo,Dom,7,2015-09,T3,2015-T3,38,2015-09-01,2015-09-14,1
2015-09-21,2015,9,Setembro,Set,21,Segunda-Feira,Seg,1,2015-09,T3,2015-T3,39,2015-09-01,2015-09-21,2
2015-09-22,2015,9,Setembro,Set,22,Terça-Feira,Ter,2,2015-09,T3,2015-T3,39,2015-09-01,2015-09-21,3
2015-09-23,2015,9,Setembro,Set,23,Quarta-Feira,Qua,3,2015-09,T3,2015-T3,39,2015-09-01,2015-09-21,4
2015-09-24,2015,9,Setembro,Set,24,Quinta-Feira,Qui,4,2015-09,T3,2015-T3,39,2015-09-01,2015-09-21,5
2015-09-25,2015,9,Setembro,Set,25,Sexta-Feira,Sex,5,2015-09,T3,2015-T3,39,2015-09-01,2015-09-21,6
2015-09-26,2015,9,Setembro,Set,26,Sábado,Sab,6,2015-09,T3,2015-T3,39,2015-09-01,2015-09-21,7
2015-09-27,2015,9,Setembro,Set,27,Domingo,Dom,7,2015-09,T3,2015-T3,39,2015-09-01,2015-09-21,1
2015-09-28,2015,9,Setembro,Set,28,Segunda-Feira,Seg,1,2015-09,T3,2015-T3,40,2015-09-01,2015-09-28,2
2015-09-29,2015,9,Setembro,Set,29,Terça-Feira,Ter,2,2015-09,T3,2015-T3,40,2015-09-01,2015-09-28,3
2015-09-30,2015,9,Setembro,Set,30,Quarta-Feira,Qua,3,2015-09,T3,2015-T3,40,2015-09-01,2015-09-28,4
2015-10-01,2015,10,Outubro,Out,1,Quinta-Feira,Qui,4,2015-10,T4,2015-T4,40,2015-10-01,2015-09-28,5
2015-10-02,2015,10,Outubro,Out,2,Sexta-Feira,Sex,5,2015-10,T4,2015-T4,40,2015-10-01,2015-09-28,6
2015-10-03,2015,10,Outubro,Out,3,Sábado,Sab,6,2015-10,T4,2015-T4,40,2015-10-01,2015-09-28,7
2015-10-04,2015,10,Outubro,Out,4,Domingo,Dom,7,2015-10,T4,2015-T4,40,2015-10-01,2015-09-28,1
2015-10-05,2015,10,Outubro,Out,5,Segunda-Feira,Seg,1,2015-10,T4,2015-T4,41,2015-10-01,2015-10-05,2
2015-10-06,2015,10,Outubro,Out,6,Terça-Feira,Ter,2,2015-10,T4,2015-T4,41,2015-10-01,2015-10-05,3
2015-10-07,2015,10,Outubro,Out,7,Quarta-Feira,Qua,3,2015-10,T4,2015-T4,41,2015-10-01,2015-10-05,4
2015-10-08,2015,10,Outubro,Out,8,Quinta-Feira,Qui,4,2015-10,T4,2015-T4,41,2015-10-01,2015-10-05,5
2015-10-09,2015,10,Outubro,Out,9,Sexta-Feira,Sex,5,2015-10,T4,2015-T4,41,2015-10-01,2015-10-05,6
2015-10-10,2015,10,Outubro,Out,10,Sábado,Sab,6,2015-10,T4,2015-T4,41,2015-10-01,2015-10-05,7
2015-10-11,2015,10,Outubro,Out,11,Domingo,Dom,7,2015-10,T4,2015-T4,41,2015-10-01,2015-10-05,1
2015-10-12,2015,10,Outubro,Out,12,Segunda-Feira,Seg,1,2015-10,T4,2015-T4,42,2015-10-01,2015-10-12,2
2015-10-13,2015,10,Outubro,Out,13,Terça-Feira,Ter,2,2015-10,T4,2015-T4,42,2015-10-01,2015-10-12,3
2015-10-14,2015,10,Outubro,Out,14,Quarta-Feira,Qua,3,2015-10,T4,2015-T4,42,2015-10-01,2015-10-12,4
2015-10-15,2015,10,Outubro,Out,15,Quinta-Feira,Qui,4,2015-10,T4,2015-T4,42,2015-10-01,2015-10-12,5
2015-10-16,2015,10,Outubro,Out,16,Sexta-Feira,Sex,5,2015-10,T4,2015-T4,42,2015-10-01,2015-10-12,6
2015-10-17,2015,10,Outubro,Out,17,Sábado,Sab,6,2015-10,T4,2015-T4,42,2015-10-01,2015-10-12,7
2015-10-18,2015,10,Outubro,Out,18,Domingo,Dom,7,2015-10,T4,2015-T4,42,2015-10-01,2015-10-12,1
2015-10-19,2015,10,Outubro,Out,19,Segunda-Feira,Seg,1,2015-10,T4,2015-T4,43,2015-10-01,2015-10-19,2
2015-10-20,2015,10,Outubro,Out,20,Terça-Feira,Ter,2,2015-10,T4,2015-T4,43,2015-10-01,2015-10-19,3
2015-10-21,2015,10,Outubro,Out,21,Quarta-Feira,Qua,3,2015-10,T4,2015-T4,43,2015-10-01,2015-10-19,4
2015-10-22,2015,10,Outubro,Out,22,Quinta-Feira,Qui,4,2015-10,T4,2015-T4,43,2015-10-01,2015-10-19,5
2015-10-23,2015,10,Outubro,Out,23,Sexta-Feira,Sex,5,2015-10,T4,2015-T4,43,2015-10-01,2015-10-19,6
2015-10-24,2015,10,Outubro,Out,24,Sábado,Sab,6,2015-10,T4,2015-T4,43,2015-10-01,2015-10-19,7
2015-10-25,2015,10,Outubro,Out,25,Domingo,Dom,7,2015-10,T4,2015-T4,43,2015-10-01,2015-10-19,1
2015-10-26,2015,10,Outubro,Out,26,Segunda-Feira,Seg,1,2015-10,T4,2015-T4,44,2015-10-01,2015-10-26,2
2015-10-27,2015,10,Outubro,Out,27,Terça-Feira,Ter,2,2015-10,T4,2015-T4,44,2015-10-01,2015-10-26,3
2015-10-28,2015,10,Outubro,Out,28,Quarta-Feira,Qua,3,2015-10,T4,2015-T4,44,2015-10-01,2015-10-26,4
2015-10-29,2015,10,Outubro,Out,29,Quinta-Feira,Qui,4,2015-10,T4,2015-T4,44,2015-10-01,2015-10-26,5
2015-10-30,2015,10,Outubro,Out,30,Sexta-Feira,Sex,5,2015-10,T4,2015-T4,44,2015-10-01,2015-10-26,6
2015-10-31,2015,10,Outubro,Out,31,Sábado,Sab,6,2015-10,T4,2015-T4,44,2015-10-01,2015-10-26,7
2015-11-01,2015,11,Novembro,Nov,1,Domingo,Dom,7,2015-11,T4,2015-T4,44,2015-11-01,2015-10-26,1
2015-11-02,2015,11,Novembro,Nov,2,Segunda-Feira,Seg,1,2015-11,T4,2015-T4,45,2015-11-01,2015-11-02,2
2015-11-03,2015,11,Novembro,Nov,3,Terça-Feira,Ter,2,2015-11,T4,2015-T4,45,2015-11-01,2015-11-02,3
2015-11-04,2015,11,Novembro,Nov,4,Quarta-Feira,Qua,3,2015-11,T4,2015-T4,45,2015-11-01,2015-11-02,4
2015-11-05,2015,11,Novembro,Nov,5,Quinta-Feira,Qui,4,2015-11,T4,2015-T4,45,2015-11-01,2015-11-02,5
2015-11-06,2015,11,Novembro,Nov,6,Sexta-Feira,Sex,5,2015-11,T4,2015-T4,45,2015-11-01,2015-11-02,6
2015-11-07,2015,11,Novembro,Nov,7,Sábado,Sab,6,2015-11,T4,2015-T4,45,2015-11-01,2015-11-02,7
2015-11-08,2015,11,Novembro,Nov,8,Domingo,Dom,7,2015-11,T4,2015-T4,45,2015-11-01,2015-11-02,1
2015-11-09,2015,11,Novembro,Nov,9,Segunda-Feira,Seg,1,2015-11,T4,2015-T4,46,2015-11-01,2015-11-09,2
2015-11-10,2015,11,Novembro,Nov,10,Terça-Feira,Ter,2,2015-11,T4,2015-T4,46,2015-11-01,2015-11-09,3
2015-11-11,2015,11,Novembro,Nov,11,Quarta-Feira,Qua,3,2015-11,T4,2015-T4,46,2015-11-01,2015-11-09,4
2015-11-12,2015,11,Novembro,Nov,12,Quinta-Feira,Qui,4,2015-11,T4,2015-T4,46,2015-11-01,2015-11-09,5
2015-11-13,2015,11,Novembro,Nov,13,Sexta-Feira,Sex,5,2015-11,T4,2015-T4,46,2015-11-01,2015-11-09,6
2015-11-14,2015,11,Novembro,Nov,14,Sábado,Sab,6,2015-11,T4,2015-T4,46,2015-11-01,2015-11-09,7
2015-11-15,2015,11,Novembro,Nov,15,Domingo,Dom,7,2015-11,T4,2015-T4,46,2015-11-01,2015-11-09,1
2015-11-16,2015,11,Novembro,Nov,16,Segunda-Feira,Seg,1,2015-11,T4,2015-T4,47,2015-11-01,2015-11-16,2
2015-11-17,2015,11,Novembro,Nov,17,Terça-Feira,Ter,2,2015-11,T4,2015-T4,47,2015-11-01,2015-11-16,3
2015-11-18,2015,11,Novembro,Nov,18,Quarta-Feira,Qua,3,2015-11,T4,2015-T4,47,2015-11-01,2015-11-16,4
2015-11-19,2015,11,Novembro,Nov,19,Quinta-Feira,Qui,4,2015-11,T4,2015-T4,47,2015-11-01,2015-11-16,5
2015-11-20,2015,11,Novembro,Nov,20,Sexta-Feira,Sex,5,2015-11,T4,2015-T4,47,2015-11-01,2015-11-16,6
2015-11-21,2015,11,Novembro,Nov,21,Sábado,Sab,6,2015-11,T4,2015-T4,47,2015-11-01,2015-11-16,7
2015-11-22,2015,11,Novembro,Nov,22,Domingo,Dom,7,2015-11,T4,2015-T4,47,2015-11-01,2015-11-16,1
2015-11-23,2015,11,Novembro,Nov,23,Segunda-Feira,Seg,1,2015-11,T4,2015-T4,48,2015-11-01,2015-11-23,2
2015-11-24,2015,11,Novembro,Nov,24,Terça-Feira,Ter,2,2015-11,T4,2015-T4,48,2015-11-01,2015-11-23,3
2015-11-25,2015,11,Novembro,Nov,25,Quarta-Feira,Qua,3,2015-11,T4,2015-T4,48,2015-11-01,2015-11-23,4
2015-11-26,2015,11,Novembro,Nov,26,Quinta-Feira,Qui,4,2015-11,T4,2015-T4,48,2015-11-01,2015-11-23,5
2015-11-27,2015,11,Novembro,Nov,27,Sexta-Feira,Sex,5,2015-11,T4,2015-T4,48,2015-11-01,2015-11-23,6
2015-11-28,2015,11,Novembro,Nov,28,Sábado,Sab,6,2015-11,T4,2015-T4,48,2015-11-01,2015-11-23,7
2015-11-29,2015,11,Novembro,Nov,29,Domingo,Dom,7,2015-11,T4,2015-T4,48,2015-11-01,2015-11-23,1
2015-11-30,2015,11,Novembro,Nov,30,Segunda-Feira,Seg,1,2015-11,T4,2015-T4,49,2015-11-01,2015-11-30,2
2015-12-01,2015,12,Dezembro,Dez,1,Terça-Feira,Ter,2,2015-12,T4,2015-T4,49,2015-12-01,2015-11-30,3
2015-12-02,2015,12,Dezembro,Dez,2,Quarta-Feira,Qua,3,2015-12,T4,2015-T4,49,2015-12-01,2015-11-30,4
2015-12-03,2015,12,Dezembro,Dez,3,Quinta-Feira,Qui,4,2015-12,T4,2015-T4,49,2015-12-01,2015-11-30,5
2015-12-04,2015,12,Dezembro,Dez,4,Sexta-Feira,Sex,5,2015-12,T4,2015-T4,49,2015-12-01,2015-11-30,6
2015-12-05,2015,12,Dezembro,Dez,5,Sábado,Sab,6,2015-12,T4,2015-T4,49,2015-12-01,2015-11-30,7
2015-12-06,2015,12,Dezembro,Dez,6,Domingo,Dom,7,2015-12,T4,2015-T4,49,2015-12-01,2015-11-30,1
2015-12-07,2015,12,Dezembro,Dez,7,Segunda-Feira,Seg,1,2015-12,T4,2015-T4,50,2015-12-01,2015-12-07,2
2015-12-08,2015,12,Dezembro,Dez,8,Terça-Feira,Ter,2,2015-12,T4,2015-T4,50,2015-12-01,2015-12-07,3
2015-12-09,2015,12,Dezembro,Dez,9,Quarta-Feira,Qua,3,2015-12,T4,2015-T4,50,2015-12-01,2015-12-07,4
2015-12-10,2015,12,Dezembro,Dez,10,Quinta-Feira,Qui,4,2015-12,T4,2015-T4,50,2015-12-01,2015-12-07,5
2015-12-11,2015,12,Dezembro,Dez,11,Sexta-Feira,Sex,5,2015-12,T4,2015-T4,50,2015-12-01,2015-12-07,6
2015-12-12,2015,12,Dezembro,Dez,12,Sábado,Sab,6,2015-12,T4,2015-T4,50,2015-12-01,2015-12-07,7
2015-12-13,2015,12,Dezembro,Dez,13,Domingo,Dom,7,2015-12,T4,2015-T4,50,2015-12-01,2015-12-07,1
2015-12-14,2015,12,Dezembro,Dez,14,Segunda-Feira,Seg,1,2015-12,T4,2015-T4,51,2015-12-01,2015-12-14,2
2015-12-15,2015,12,Dezembro,Dez,15,Terça-Feira,Ter,2,2015-12,T4,2015-T4,51,2015-12-01,2015-12-14,3
2015-12-16,2015,12,Dezembro,Dez,16,Quarta-Feira,Qua,3,2015-12,T4,2015-T4,51,2015-12-01,2015-12-14,4
2015-12-17,2015,12,Dezembro,Dez,17,Quinta-Feira,Qui,4,2015-12,T4,2015-T4,51,2015-12-01,2015-12-14,5
2015-12-18,2015,12,Dezembro,Dez,18,Sexta-Feira,Sex,5,2015-12,T4,2015-T4,51,2015-12-01,2015-12-14,6
2015-12-19,2015,12,Dezembro,Dez,19,Sábado,Sab,6,2015-12,T4,2015-T4,51,2015-12-01,2015-12-14,7
2015-12-20,2015,12,Dezembro,Dez,20,Domingo,Dom,7,2015-12,T4,2015-T4,51,2015-12-01,2015-12-14,1
2015-12-21,2015,12,Dezembro,Dez,21,Segunda-Feira,Seg,1,2015-12,T4,2015-T4,52,2015-12-01,2015-12-21,2
2015-12-22,2015,12,Dezembro,Dez,22,Terça-Feira,Ter,2,2015-12,T4,2015-T4,52,2015-12-01,2015-12-21,3
2015-12-23,2015,12,Dezembro,Dez,23,Quarta-Feira,Qua,3,2015-12,T4,2015-T4,52,2015-12-01,2015-12-21,4
2015-12-24,2015,12,Dezembro,Dez,24,Quinta-Feira,Qui,4,2015-12,T4,2015-T4,52,2015-12-01,2015-12-21,5
2015-12-25,2015,12,Dezembro,Dez,25,Sexta-Feira,Sex,5,2015-12,T4,2015-T4,52,2015-12-01,2015-12-21,6
2015-12-26,2015,12,Dezembro,Dez,26,Sábado,Sab,6,2015-12,T4,2015-T4,52,2015-12-01,2015-12-21,7
2015-12-27,2015,12,Dezembro,Dez,27,Domingo,Dom,7,2015-12,T4,2015-T4,52,2015-12-01,2015-12-21,1
2015-12-28,2015,12,Dezembro,Dez,28,Segunda-Feira,Seg,1,2015-12,T4,2015-T4,53,2015-12-01,2015-12-28,2
2015-12-29,2015,12,Dezembro,Dez,29,Terça-Feira,Ter,2,2015-12,T4,2015-T4,53,2015-12-01,2015-12-28,3
2015-12-30,2015,12,Dezembro,Dez,30,Quarta-Feira,Qua,3,2015-12,T4,2015-T4,53,2015-12-01,2015-12-28,4
2015-12-31,2015,12,Dezembro,Dez,31,Quinta-Feira,Qui,4,2015-12,T4,2015-T4,53,2015-12-01,2015-12-28,5
2016-01-01,2016,1,Janeiro,Jan,1,Sexta-Feira,Sex,5,2016-01,T1,2016-T1,53,2016-01-01,2015-12-28,6
2016-01-02,2016,1,Janeiro,Jan,2,Sábado,Sab,6,2016-01,T1,2016-T1,53,2016-01-01,2015-12-28,7
2016-01-03,2016,1,Janeiro,Jan,3,Domingo,Dom,7,2016-01,T1,2016-T1,53,2016-01-01,2015-12-28,1
2016-01-04,2016,1,Janeiro,Jan,4,Segunda-Feira,Seg,1,2016-01,T1,2016-T1,1,2016-01-01,2016-01-04,2
2016-01-05,2016,1,Janeiro,Jan,5,Terça-Feira,Ter,2,2016-01,T1,2016-T1,1,2016-01-01,2016-01-04,3
2016-01-06,2016,1,Janeiro,Jan,6,Quarta-Feira,Qua,3,2016-01,T1,2016-T1,1,2016-01-01,2016-01-04,4
2016-01-07,2016,1,Janeiro,Jan,7,Quinta-Feira,Qui,4,2016-01,T1,2016-T1,1,2016-01-01,2016-01-04,5
2016-01-08,2016,1,Janeiro,Jan,8,Sexta-Feira,Sex,5,2016-01,T1,2016-T1,1,2016-01-01,2016-01-04,6
2016-01-09,2016,1,Janeiro,Jan,9,Sábado,Sab,6,2016-01,T1,2016-T1,1,2016-01-01,2016-01-04,7
2016-01-10,2016,1,Janeiro,Jan,10,Domingo,Dom,7,2016-01,T1,2016-T1,1,2016-01-01,2016-01-04,1
2016-01-11,2016,1,Janeiro,Jan,11,Segunda-Feira,Seg,1,2016-01,T1,2016-T1,2,2016-01-01,2016-01-11,2
2016-01-12,2016,1,Janeiro,Jan,12,Terça-Feira,Ter,2,2016-01,T1,2016-T1,2,2016-01-01,2016-01-11,3
2016-01-13,2016,1,Janeiro,Jan,13,Quarta-Feira,Qua,3,2016-01,T1,2016-T1,2,2016-01-01,2016-01-11,4
2016-01-14,2016,1,Janeiro,Jan,14,Quinta-Feira,Qui,4,2016-01,T1,2016-T1,2,2016-01-01,2016-01-11,5
2016-01-15,2016,1,Janeiro,Jan,15,Sexta-Feira,Sex,5,2016-01,T1,2016-T1,2,2016-01-01,2016-01-11,6
2016-01-16,2016,1,Janeiro,Jan,16,Sábado,Sab,6,2016-01,T1,2016-T1,2,2016-01-01,2016-01-11,7
2016-01-17,2016,1,Janeiro,Jan,17,Domingo,Dom,7,2016-01,T1,2016-T1,2,2016-01-01,2016-01-11,1
2016-01-18,2016,1,Janeiro,Jan,18,Segunda-Feira,Seg,1,2016-01,T1,2016-T1,3,2016-01-01,2016-01-18,2
2016-01-19,2016,1,Janeiro,Jan,19,Terça-Feira,Ter,2,2016-01,T1,2016-T1,3,2016-01-01,2016-01-18,3
2016-01-20,2016,1,Janeiro,Jan,20,Quarta-Feira,Qua,3,2016-01,T1,2016-T1,3,2016-01-01,2016-01-18,4
2016-01-21,2016,1,Janeiro,Jan,21,Quinta-Feira,Qui,4,2016-01,T1,2016-T1,3,2016-01-01,2016-01-18,5
2016-01-22,2016,1,Janeiro,Jan,22,Sexta-Feira,Sex,5,2016-01,T1,2016-T1,3,2016-01-01,2016-01-18,6
2016-01-23,2016,1,Janeiro,Jan,23,Sábado,Sab,6,2016-01,T1,2016-T1,3,2016-01-01,2016-01-18,7
2016-01-24,2016,1,Janeiro,Jan,24,Domingo,Dom,7,2016-01,T1,2016-T1,3,2016-01-01,2016-01-18,1
2016-01-25,2016,1,Janeiro,Jan,25,Segunda-Feira,Seg,1,2016-01,T1,2016-T1,4,2016-01-01,2016-01-25,2
2016-01-26,2016,1,Janeiro,Jan,26,Terça-Feira,Ter,2,2016-01,T1,2016-T1,4,2016-01-01,2016-01-25,3
2016-01-27,2016,1,Janeiro,Jan,27,Quarta-Feira,Qua,3,2016-01,T1,2016-T1,4,2016-01-01,2016-01-25,4
2016-01-28,2016,1,Janeiro,Jan,28,Quinta-Feira,Qui,4,2016-01,T1,2016-T1,4,2016-01-01,2016-01-25,5
2016-01-29,2016,1,Janeiro,Jan,29,Sexta-Feira,Sex,5,2016-01,T1,2016-T1,4,2016-01-01,2016-01-25,6
2016-01-30,2016,1,Janeiro,Jan,30,Sábado,Sab,6,2016-01,T1,2016-T1,4,2016-01-01,2016-01-25,7
